seqname	start	end	strand	gene_id	gene_name	gene_type
chr11	4803433	4804380	-	ENSG00000279270.1	OR52R1	polymorphic_pseudogene
chr11	4923374	4924339	-	ENSG00000176879.3	OR51G1	protein_coding
chr11	5069572	5070461	+	ENSG00000236621.3	OR52E1	pseudogene
chr11	5323359	5324297	-	ENSG00000184881.3	OR51B2	protein_coding
chr11	6608667	6610135	-	ENSG00000254641.1	RP11-732A19.2	sense_overlapping
chr11	6621451	6622322	+	ENSG00000255390.1	RP11-732A19.5	antisense
chr11	6785038	6785988	+	ENSG00000170803.5	OR2AG1	protein_coding
chr11	7927718	7928662	-	ENSG00000175393.3	OR10A6	protein_coding
chr11	8684204	8684314	+	ENSG00000280884.1	AC091053.1	miRNA
chr11	8684227	8684356	+	ENSG00000200983.1	SNORA45A	snoRNA
chr11	8693357	8696607	+	ENSG00000254665.1	RP11-152H18.3	antisense
chr11	9578028	9578131	+	ENSG00000238387.1	snoU13	snoRNA
chr11	9958744	9959790	-	ENSG00000254765.1	RP11-1H15.1	processed_pseudogene
chr11	10801467	10801608	-	ENSG00000238622.1	SNORD97	snoRNA
chr11	11352426	11353307	+	ENSG00000255351.1	RP11-567I13.1	antisense
chr11	12261426	12263173	-	ENSG00000254680.1	RP11-265D17.2	antisense
chr11	15969533	15969621	-	ENSG00000274140.1	MIR6073	miRNA
chr11	17075779	17075868	-	ENSG00000201403.1	SNORD14B	snoRNA
chr11	20119684	20120632	-	ENSG00000254894.1	NAV2-AS1	antisense
chr11	32097143	32105091	-	ENSG00000255252.3	RP1-65P5.3	antisense
chr11	32435738	32435846	+	ENSG00000278822.1	WT1-AS_1	misc_RNA
chr11	32436797	32437030	+	ENSG00000278045.1	WT1-AS_3	misc_RNA
chr11	32439086	32439206	+	ENSG00000276530.1	WT1-AS_6	misc_RNA
chr11	32439716	32440009	+	ENSG00000273908.1	WT1-AS_7	misc_RNA
chr11	32440109	32440383	+	ENSG00000277119.1	WT1-AS_8	misc_RNA
chr11	33190062	33190503	-	ENSG00000241950.1	RPL29P23	processed_pseudogene
chr11	33354465	33354545	+	ENSG00000223134.1	AL122015.1	miRNA
chr11	35860654	35860744	-	ENSG00000266590.1	AC090692.1	miRNA
chr11	45905941	45906461	-	ENSG00000255498.1	RP11-618K13.2	antisense
chr11	47577725	47578277	+	ENSG00000231880.2	RP11-76I23.7	antisense
chr11	48245104	48246015	+	ENSG00000279556.1	OR4X2	protein_coding
chr11	48263861	48264778	+	ENSG00000176567.1	OR4X1	protein_coding
chr11	48263861	48264778	+	ENSG00000279260.1	OR4X1	polymorphic_pseudogene
chr11	55572128	55573060	+	ENSG00000181935.3	OR4C16	protein_coding
chr11	55572128	55573060	+	ENSG00000279514.1	OR4C16	polymorphic_pseudogene
chr11	55773438	55774382	+	ENSG00000198877.1	OR5D13	protein_coding
chr11	55773438	55774382	+	ENSG00000279761.1	OR5D13	polymorphic_pseudogene
chr11	55811467	55812402	+	ENSG00000186117.3	OR5L1	protein_coding
chr11	56318307	56319245	+	ENSG00000181689.1	OR8K3	protein_coding
chr11	56318307	56319245	+	ENSG00000280314.1	OR8K3	polymorphic_pseudogene
chr11	56412744	56413668	+	ENSG00000181395.6	OR5AL1	pseudogene
chr11	56417258	56418232	-	ENSG00000174942.1	OR5R1	protein_coding
chr11	56417258	56418232	-	ENSG00000279961.1	OR5R1	polymorphic_pseudogene
chr11	56663686	56664618	+	ENSG00000279911.1	OR5AR1	protein_coding
chr11	57476493	57477534	-	ENSG00000255301.1	RP11-624G17.3	antisense
chr11	58030953	58031906	+	ENSG00000172381.4	OR6Q1	protein_coding
chr11	58214745	58215722	+	ENSG00000172774.7	OR1S1	protein_coding
chr11	61792495	61792561	-	ENSG00000207601.1	MIR611	miRNA
chr11	61815161	61815240	-	ENSG00000222326.1	MIR1908	miRNA
chr11	62372656	62372719	+	ENSG00000265696.1	AP003064.2	miRNA
chr11	62391516	62393372	-	ENSG00000255126.1	CTD-2531D15.5	antisense
chr11	62665422	62665570	+	ENSG00000206597.1	SNORA57	snoRNA
chr11	62789815	62789885	+	ENSG00000274856.1	MIR6748	miRNA
chr11	62841619	62841809	-	ENSG00000222328.1	RNU2-2P	snRNA
chr11	62852910	62853035	-	ENSG00000277194.1	SNORD22	snoRNA
chr11	62854161	62854285	-	ENSG00000278527.1	SNORD22	snoRNA
chr11	62854621	62854695	-	ENSG00000274544.1	SNORD28	snoRNA
chr11	62855012	62855083	-	ENSG00000275996.1	SNORD27	snoRNA
chr11	62855292	62855366	-	ENSG00000276788.1	SNORD26	snoRNA
chr11	62855564	62855632	-	ENSG00000275043.1	SNORD25	snoRNA
chr11	64313860	64313950	+	ENSG00000278148.1	AP001453.1	miRNA
chr11	64891132	64891243	-	ENSG00000207648.2	MIR192	miRNA
chr11	64891355	64891439	-	ENSG00000277225.1	MIR194-2	miRNA
chr11	65117157	65117458	+	ENSG00000255173.1	AP003068.12	antisense
chr11	65129916	65129978	-	ENSG00000277547.1	MIR6751	miRNA
chr11	65175035	65175502	-	ENSG00000249251.1	PGAM1P8	processed_pseudogene
chr11	65423273	65423392	+	ENSG00000278144.1	NEAT1_1	misc_RNA
chr11	65423638	65423742	+	ENSG00000278050.1	NEAT1_2	misc_RNA
chr11	65423960	65424118	+	ENSG00000277599.1	NEAT1_3	misc_RNA
chr11	65444458	65444557	+	ENSG00000273834.1	MIR612	miRNA
chr11	65498010	65498405	-	ENSG00000270117.1	AP000769.7	lincRNA
chr11	65502034	65503622	-	ENSG00000279576.1	MALAT1	protein_coding
chr11	65502914	65503008	+	ENSG00000278217.1	MALAT1	misc_RNA
chr11	65506117	65506173	+	ENSG00000274072.1	mascRNA-menRNA	sRNA
chr11	65795946	65797219	-	ENSG00000255404.1	RP11-770G2.5	antisense
chr11	66276779	66277492	-	ENSG00000254452.1	RP11-867G23.4	antisense
chr11	67431367	67435399	-	ENSG00000255949.1	AP003419.16	antisense
chr11	67435510	67438067	-	ENSG00000213402.2	PTPRCAP	protein_coding
chr11	68032864	68032922	+	ENSG00000277703.1	MIR7113	miRNA
chr11	68033897	68033981	+	ENSG00000266737.1	MIR4691	miRNA
chr11	69671952	69672075	+	ENSG00000281781.1	AP001888.1	protein_coding
chr11	70187788	70188509	-	ENSG00000254902.1	ANO1-AS1	antisense
chr11	70206291	70207390	-	ENSG00000254721.1	RP11-805J14.5	antisense
chr11	73395559	73396436	-	ENSG00000256928.1	RP11-809N8.2	antisense
chr11	74455348	74456825	+	ENSG00000254928.1	RP11-702H23.6	antisense
chr11	75264289	75265170	+	ENSG00000254963.1	CTD-2562J17.9	antisense
chr11	75742270	75742331	+	ENSG00000281528.1	AP001922.1	miRNA
chr11	76404140	76404252	-	ENSG00000201756.1	Y_RNA	misc_RNA
chr11	78015715	78016495	+	ENSG00000254829.1	RP11-7I15.3	antisense
chr11	78016971	78079865	-	ENSG00000259112.1	NDUFC2-KCTD14	protein_coding
chr11	82957423	82958216	+	ENSG00000242279.1	RP11-659G9.1	processed_pseudogene
chr11	83185521	83187036	-	ENSG00000269939.1	RP11-727A23.11	lincRNA
chr11	83213005	83213404	+	ENSG00000241020.1	RP11-727A23.1	processed_pseudogene
chr11	86278333	86278398	+	ENSG00000273630.1	MIR6755	miRNA
chr11	93721542	93721621	+	ENSG00000275146.1	snoU2_19	snoRNA
chr11	93730513	93730646	-	ENSG00000207112.1	SNORA25	snoRNA
chr11	93730979	93731099	-	ENSG00000206799.1	SNORA32	snoRNA
chr11	93732004	93732133	-	ENSG00000206834.1	SNORA1	snoRNA
chr11	93732361	93732499	-	ENSG00000207304.1	SNORA8	snoRNA
chr11	93732435	93732501	-	ENSG00000281293.1	AP001273.1	miRNA
chr11	93733228	93733300	-	ENSG00000239195.1	SNORD5	snoRNA
chr11	93733466	93733597	-	ENSG00000207145.1	SNORA18	snoRNA
chr11	93733674	93733764	-	ENSG00000221170.1	MIR1304	miRNA
chr11	93735111	93735236	-	ENSG00000210825.1	SNORA40	snoRNA
chr11	96341427	96341534	+	ENSG00000266192.2	MIR1260B	miRNA
chr11	102229851	102230922	-	ENSG00000254422.1	RP11-864G5.3	antisense
chr11	112218326	112218720	+	ENSG00000243930.1	RPS12P21	processed_pseudogene
chr11	113789242	113790027	+	ENSG00000255870.1	RP11-667M19.5	processed_pseudogene
chr11	114312063	114312207	+	ENSG00000280653.1	AP002518.1	miRNA
chr11	117820163	117876667	-	ENSG00000255245.3	FXYD6-FXYD2	protein_coding
chr11	118644000	118644079	+	ENSG00000275466.1	MIR6716	miRNA
chr11	118910708	118910787	+	ENSG00000264211.1	MIR4492	miRNA
chr11	119018944	119019012	+	ENSG00000266398.1	MIR3656	miRNA
chr11	119095051	119095191	+	ENSG00000281272.1	AP003391.1	miRNA
chr11	119312950	119313012	-	ENSG00000277325.1	MIR6756	miRNA
chr11	119336249	119337309	-	ENSG00000245385.2	RP11-334E6.10	antisense
chr11	119338942	119340883	-	ENSG00000223953.4	C1QTNF5	protein_coding
chr11	119417951	119419114	+	ENSG00000263873.1	RP11-334E6.12	sense_intronic
chr11	119821829	119821927	-	ENSG00000276827.1	AP001994.1	miRNA
chr11	120986258	120986353	+	ENSG00000281726.1	GRIK4_3p_UTR	misc_RNA
chr11	121055207	121055275	-	ENSG00000281492.1	AP000646.1	miRNA
chr11	123058909	123058995	-	ENSG00000207118.1	SNORD14D	snoRNA
chr11	123059335	123059422	-	ENSG00000202252.1	SNORD14C	snoRNA
chr11	124319262	124320197	-	ENSG00000197263.3	OR8D2	protein_coding
chr11	124423942	124424871	-	ENSG00000198657.5	OR8B4	protein_coding
chr11	124636459	124636592	+	ENSG00000200278.1	RNA5SP352	rRNA
chr11	124636491	124636552	+	ENSG00000280773.1	AP001524.1	miRNA
chr11	124883691	124887789	+	ENSG00000254568.1	RP11-664I21.5	antisense
chr11	124919244	124920677	+	ENSG00000221932.6	HEPN1	protein_coding
chr11	125957900	125958652	+	ENSG00000264299.1	RP11-680F20.12	antisense
chr11	130121672	130121780	-	ENSG00000277300.1	AP003041.1	miRNA
chr11	133898504	133898581	-	ENSG00000264919.1	MIR4697	miRNA
chr12	3726222	3726327	-	ENSG00000222338.1	RNU6-174P	snRNA
chr12	4809176	4813412	+	ENSG00000151079.7	KCNA6	protein_coding
chr12	6510275	6510522	+	ENSG00000276232.1	SCARNA10	sense_intronic
chr12	6537794	6538370	-	ENSG00000269968.1	RP5-940J5.9	antisense
chr12	6943816	6943878	+	ENSG00000238923.1	RNU7-1	snRNA
chr12	7115736	7116486	-	ENSG00000276144.1	ABC12-49244600F4.4	lincRNA
chr12	9127871	9127985	+	ENSG00000211542.1	AC007436.1	miRNA
chr12	9695384	9696227	+	ENSG00000213443.2	RP11-75L1.2	processed_pseudogene
chr12	10214161	10214761	-	ENSG00000255958.1	RP11-656E20.5	antisense
chr12	12915829	12915918	+	ENSG00000207817.1	MIR614	miRNA
chr12	13540231	13544540	+	ENSG00000277935.1	RP11-4N23.4	lincRNA
chr12	14774716	14774860	-	ENSG00000281457.1	AC010168.1	miRNA
chr12	22195469	22195629	-	ENSG00000212172.1	RNU1-149P	snRNA
chr12	27798641	27800708	-	ENSG00000256512.1	RP11-860B13.3	antisense
chr12	34027268	34027362	-	ENSG00000264446.1	AC046130.1	miRNA
chr12	38321566	38321660	-	ENSG00000266333.1	AC117372.1	miRNA
chr12	39443048	39443116	-	ENSG00000252974.1	AC121334.1	miRNA
chr12	48487946	48488408	+	ENSG00000240443.1	RPS10P20	transcribed_processed_pseudogene
chr12	48766194	48767323	+	ENSG00000257653.1	RP11-579D7.2	antisense
chr12	48995150	48996334	+	ENSG00000258283.1	RP11-386G11.3	antisense
chr12	49954639	49956125	-	ENSG00000257378.1	RP11-469H8.8	antisense
chr12	51809705	51810600	-	ENSG00000260122.1	RP11-923I11.3	lincRNA
chr12	52241481	52241613	-	ENSG00000281415.1	AC021066.1	miRNA
chr12	52449492	52449620	+	ENSG00000280966.1	AC055736.2	miRNA
chr12	52471155	52471283	+	ENSG00000281474.1	AC055736.4	miRNA
chr12	52490592	52490720	+	ENSG00000281194.1	AC055736.3	miRNA
chr12	52517613	52517741	+	ENSG00000280827.1	AC055736.1	miRNA
chr12	52824221	52824358	+	ENSG00000281110.1	AC107016.2	miRNA
chr12	52951708	52951795	+	ENSG00000265039.1	AC107016.1	miRNA
chr12	53464720	53464901	+	ENSG00000273658.1	uc_338	misc_RNA
chr12	53506690	53507638	-	ENSG00000139574.8	NPFF	protein_coding
chr12	53963629	53963697	+	ENSG00000275589.1	HOTAIR_2	misc_RNA
chr12	53965965	53966061	+	ENSG00000277994.1	HOTAIR_3	misc_RNA
chr12	54231397	54231476	-	ENSG00000265371.1	MIR3198-2	miRNA
chr12	54543111	54544105	-	ENSG00000257824.1	RP11-1049A21.2	antisense
chr12	55870941	55871219	-	ENSG00000265119.2	RN7SL676P	misc_RNA
chr12	55966838	55967474	-	ENSG00000258554.1	RP11-973D8.4	antisense
chr12	56104614	56113905	-	ENSG00000257553.1	RP11-603J24.17	antisense
chr12	57512688	57512750	+	ENSG00000275657.1	MIR6758	miRNA
chr12	57694132	57721510	-	ENSG00000257342.1	RP11-571M6.7	antisense
chr12	57806154	57806260	-	ENSG00000206749.1	RNU6-1083P	snRNA
chr12	62260359	62260454	+	ENSG00000276811.1	MIR6125	miRNA
chr12	62934507	62934607	-	ENSG00000275729.1	AC078814.1	miRNA
chr12	63004338	63006541	-	ENSG00000257235.1	RP11-848D3.5	lincRNA
chr12	64146388	64147857	-	ENSG00000255629.1	RP11-196H14.3	antisense
chr12	64266413	64266766	+	ENSG00000256192.1	RP11-290I21.2	processed_pseudogene
chr12	64696191	64696550	-	ENSG00000280320.1	RP11-629N8.5	TEC
chr12	65858013	65858132	+	ENSG00000211577.1	AC090673.1	miRNA
chr12	66251082	66251157	+	ENSG00000275058.1	MIR6502	miRNA
chr12	68841288	68843237	-	ENSG00000257181.1	RP11-611O2.5	antisense
chr12	68841946	68842384	+	ENSG00000256664.1	RP11-611O2.3	processed_pseudogene
chr12	69353493	69354225	-	ENSG00000257764.2	RP11-1143G9.4	antisense
chr12	71793855	71799627	-	ENSG00000257410.1	RP11-2H8.2	lincRNA
chr12	74538145	74538633	-	ENSG00000257386.1	RP11-56G10.2	antisense
chr12	76032658	76033897	+	ENSG00000257839.1	RP11-290L1.2	antisense
chr12	85958686	85960946	+	ENSG00000258178.1	RP11-18J9.3	lincRNA
chr12	89544203	89544488	-	ENSG00000279939.1	RP11-734K2.3	TEC
chr12	91986626	91993403	-	ENSG00000279037.1	C12orf79	protein_coding
chr12	91986682	91993403	-	ENSG00000280112.1	C12orf79	protein_coding
chr12	93509487	93509768	+	ENSG00000243015.2	RN7SL737P	misc_RNA
chr12	94571231	94571352	-	ENSG00000277302.1	MIR7844	miRNA
chr12	94834398	94834513	+	ENSG00000208038.1	MIR492	miRNA
chr12	97492462	97492597	+	ENSG00000273942.1	RMST_2	misc_RNA
chr12	97530656	97530858	+	ENSG00000275971.1	RMST_6	misc_RNA
chr12	97532691	97532958	+	ENSG00000274819.1	RMST_7	misc_RNA
chr12	97563812	97563911	+	ENSG00000207586.1	MIR135A2	miRNA
chr12	97564174	97564327	+	ENSG00000277081.1	RMST_10	misc_RNA
chr12	100157256	100157338	-	ENSG00000221770.1	AC010203.1	miRNA
chr12	100158502	100158765	-	ENSG00000266610.2	RN7SL176P	misc_RNA
chr12	101779814	101779929	+	ENSG00000201168.1	RNA5SP368	rRNA
chr12	102217318	102217613	-	ENSG00000264554.2	RN7SL793P	misc_RNA
chr12	102230027	102230533	-	ENSG00000258142.2	RP11-18O15.1	processed_pseudogene
chr12	103930425	103930555	+	ENSG00000265072.1	MIR3652	miRNA
chr12	104125268	104125329	+	ENSG00000280646.1	AC089983.1	miRNA
chr12	107650789	107650892	+	ENSG00000222160.1	Y_RNA	misc_RNA
chr12	108778912	108779166	+	ENSG00000280110.1	RP11-423G4.8	TEC
chr12	109567975	109568115	-	ENSG00000200274.1	RNU4-32P	snRNA
chr12	110360456	110360538	-	ENSG00000281030.1	AC006088.1	miRNA
chr12	110496352	110496421	-	ENSG00000202335.1	SNORD50	snoRNA
chr12	111598951	111599031	-	ENSG00000281280.1	AC137055.1	miRNA
chr12	111899263	111901391	+	ENSG00000229186.4	ADAM1A	unitary_pseudogene
chr12	113159113	113159177	-	ENSG00000276908.1	MIR7106	miRNA
chr12	113185624	113192161	-	ENSG00000257286.1	RP11-545P7.4	antisense
chr12	117453012	117456986	+	ENSG00000255686.1	RP11-227B21.2	lincRNA
chr12	119713634	119713724	-	ENSG00000221323.1	MIR1178	miRNA
chr12	120697124	120699541	-	ENSG00000256364.1	RP11-173P15.3	antisense
chr12	120721507	120723639	-	ENSG00000256569.1	RP11-173P15.5	antisense
chr12	120723193	120723266	+	ENSG00000265455.1	MIR4700	miRNA
chr12	122865335	122867021	+	ENSG00000256152.2	RP11-463O12.3	lincRNA
chr12	123364764	123364843	-	ENSG00000277700.1	MIR8072	miRNA
chr12	125025434	125027410	-	ENSG00000280634.1	THRIL	antisense
chr12	130144954	130145691	+	ENSG00000280405.1	RP11-143E21.4	TEC
chr12	130977562	130978768	+	ENSG00000256204.1	RP11-243M5.1	lincRNA
chr12	131296110	131297972	-	ENSG00000248703.2	RP11-495K9.3	lincRNA
chr12	132077803	132080460	-	ENSG00000257000.1	RP13-820C6.2	antisense
chr12	132126461	132126764	-	ENSG00000256804.1	RP13-977J11.5	processed_pseudogene
chr12	132279256	132280900	-	ENSG00000278872.1	RP13-895J2.4	TEC
chr12	132835374	132835500	-	ENSG00000252079.1	RNU6-327P	snRNA
chr13	21287634	21287828	-	ENSG00000277077.1	RP11-101P17.15	unprocessed_pseudogene
chr13	24321126	24321428	-	ENSG00000281899.1	C1QTNF9B-AS1	protein_coding
chr13	25246531	25246615	+	ENSG00000221324.1	AL590787.1	miRNA
chr13	25944606	25944673	+	ENSG00000281497.1	AL138815.1	miRNA
chr13	27255064	27255135	+	ENSG00000207500.1	SNORD102	snoRNA
chr13	27255401	27255526	+	ENSG00000207051.1	SNORA27	snoRNA
chr13	30154066	30154586	+	ENSG00000232643.1	LINC00385	lincRNA
chr13	30206616	30206699	-	ENSG00000266816.1	AL356750.1	miRNA
chr13	44196129	44196200	-	ENSG00000276319.1	MIR8079	miRNA
chr13	44432144	44432678	+	ENSG00000280357.1	RP11-269C23.4	TEC
chr13	45336314	45336447	-	ENSG00000253051.1	SNORA31	snoRNA
chr13	45340039	45341183	+	ENSG00000273149.1	RP11-290D2.6	antisense
chr13	45732089	45732172	-	ENSG00000280848.1	AL139320.1	miRNA
chr13	46437394	46437988	-	ENSG00000241353.3	PPP1R2P4	processed_pseudogene
chr13	50044649	50044768	+	ENSG00000277913.1	DLEU2_1	misc_RNA
chr13	50045143	50045232	+	ENSG00000277066.1	DLEU2_2	misc_RNA
chr13	50049591	50049663	+	ENSG00000274878.1	DLEU2_3	misc_RNA
chr13	50075570	50075653	+	ENSG00000277752.1	DLEU2_5	misc_RNA
chr13	50081843	50081978	+	ENSG00000275559.1	DLEU2_6	misc_RNA
chr13	50082295	50082484	+	ENSG00000276089.1	DLEU1_1	misc_RNA
chr13	50104833	50105174	+	ENSG00000273541.1	DLEU1_2	misc_RNA
chr13	51586424	51586532	-	ENSG00000206920.1	RNY1P6	misc_RNA
chr13	57632759	57633575	-	ENSG00000278722.1	RP11-95F22.1	antisense
chr13	77698012	77698116	-	ENSG00000266325.1	MIR3665	miRNA
chr13	90231182	90231277	+	ENSG00000207858.1	MIR622	miRNA
chr13	91350605	91350688	+	ENSG00000275042.1	MIR17	miRNA
chr13	91350743	91350834	+	ENSG00000274160.1	AL162375.1	miRNA
chr13	91350891	91350972	+	ENSG00000277328.1	MIR19A	miRNA
chr13	91351065	91351135	+	ENSG00000275534.1	MIR20A	miRNA
chr13	91351192	91351278	+	ENSG00000275802.1	MIR19B1	miRNA
chr13	91351314	91351393	+	ENSG00000276018.1	MIR92A1	miRNA
chr13	96949249	96949533	-	ENSG00000222472.1	RN7SKP7	misc_RNA
chr13	97363007	97363069	-	ENSG00000281389.1	AL442067.1	miRNA
chr13	102742990	102745224	+	ENSG00000231633.1	LINC00283	antisense
chr13	105459815	105460015	+	ENSG00000275968.1	DAOA-AS1_1	misc_RNA
chr13	105462302	105462505	+	ENSG00000275502.1	DAOA-AS1_2	misc_RNA
chr13	106567662	106567799	+	ENSG00000278371.2	AL442127.1	miRNA
chr14	20343075	20343407	-	ENSG00000277209.1	RNaseP_nuc	ribozyme
chr14	20474789	20477089	-	ENSG00000258908.1	RP11-203M5.8	lincRNA
chr14	21023314	21023386	-	ENSG00000278629.1	MIR6717	miRNA
chr14	21521083	21522660	+	ENSG00000257096.1	AE000658.22	antisense
chr14	22281105	22281748	+	ENSG00000211817.2	TRAV38-2DV8	TR_V_gene
chr14	22450089	22450139	+	ENSG00000211825.1	TRDJ1	TR_J_gene
chr14	22509341	22509406	+	ENSG00000211857.1	TRAJ32	TR_J_gene
chr14	22956950	22957029	-	ENSG00000265037.1	MIR4707	miRNA
chr14	23033530	23033638	-	ENSG00000207765.1	AL132780.1	miRNA
chr14	23356406	23357003	+	ENSG00000259018.1	RP11-124D2.3	antisense
chr14	24143489	24143565	-	ENSG00000276511.1	MIR7703	miRNA
chr14	35809212	35809300	-	ENSG00000266264.1	AL162311.1	miRNA
chr14	49577392	49577794	-	ENSG00000244270.1	RPL32P29	processed_pseudogene
chr14	49586580	49586878	+	ENSG00000276168.1	RN7SL1	misc_RNA
chr14	49586722	49586791	+	ENSG00000281893.1	AL139099.3	miRNA
chr14	49620815	49623480	-	ENSG00000258377.1	RP11-649E7.5	antisense
chr14	49635000	49635077	+	ENSG00000275425.1	AL139099.1	miRNA
chr14	49853703	49853772	-	ENSG00000279868.2	AL627171.1	miRNA
chr14	49862638	49862707	-	ENSG00000280602.1	AL627171.3	miRNA
chr14	50326526	50327909	-	ENSG00000259071.1	RP11-247L20.4	lincRNA
chr14	51967003	51969800	-	ENSG00000259007.1	RP11-463J10.3	antisense
chr14	52640839	52641566	+	ENSG00000258757.1	RP11-841O20.2	antisense
chr14	52775237	52777740	+	ENSG00000259049.1	RP11-589M4.1	antisense
chr14	53036755	53038251	+	ENSG00000258985.1	RP11-368P15.3	antisense
chr14	53153049	53153115	-	ENSG00000266552.1	AL356020.1	miRNA
chr14	55413556	55414059	-	ENSG00000239199.1	RPL21P6	processed_pseudogene
chr14	60972272	60972466	-	ENSG00000258656.1	RP11-193F5.4	processed_pseudogene
chr14	60974327	60974435	+	ENSG00000206870.1	RNU6-398P	snRNA
chr14	63598874	63599248	+	ENSG00000258800.1	CTD-2302E22.2	lincRNA
chr14	68887785	68888084	-	ENSG00000258967.1	HMGN1P3	processed_pseudogene
chr14	70610086	70610379	+	ENSG00000240837.3	RN7SL77P	misc_RNA
chr14	73698103	73700351	-	ENSG00000258660.1	RP4-693M11.3	antisense
chr14	73885392	73885555	-	ENSG00000273711.1	RP5-1021I20.8	antisense
chr14	74480133	74480204	-	ENSG00000265649.1	MIR4709	miRNA
chr14	76778952	76782249	+	ENSG00000258610.1	RP11-488C13.7	lincRNA
chr14	77266218	77266290	+	ENSG00000221754.1	MIR1260A	miRNA
chr14	88820297	88820432	+	ENSG00000200653.1	RNU4-92P	snRNA
chr14	89156743	89157574	+	ENSG00000277801.1	RP11-681H18.2	lincRNA
chr14	95185117	95185854	-	ENSG00000259143.1	CTD-2240H23.2	sense_overlapping
chr14	95662480	95662598	+	ENSG00000275033.1	TCL6_2	misc_RNA
chr14	95670441	95670577	+	ENSG00000277468.1	TCL6_3	misc_RNA
chr14	99512501	99513576	+	ENSG00000258749.1	RP11-688G15.3	antisense
chr14	100291117	100294656	+	ENSG00000258504.2	RP11-638I2.6	lincRNA
chr14	100333790	100354061	+	ENSG00000258666.1	RP11-638I2.8	antisense
chr14	100829350	100829454	+	ENSG00000276919.1	MEG3_2	misc_RNA
chr14	100834432	100861026	-	ENSG00000258663.1	RP11-123M6.2	antisense
chr14	100881007	100881120	+	ENSG00000208001.1	MIR431	miRNA
chr14	100881883	100882006	+	ENSG00000207569.1	MIR433	miRNA
chr14	100882965	100883075	+	ENSG00000207608.2	MIR127	miRNA
chr14	100884483	100884576	+	ENSG00000272458.1	MIR432	miRNA
chr14	100884697	100884788	+	ENSG00000207942.1	MIR136	miRNA
chr14	100894817	100894913	+	ENSG00000276225.1	MEG8_1	misc_RNA
chr14	100898958	100899079	+	ENSG00000275134.1	MEG8_2	misc_RNA
chr14	100987046	100987117	+	ENSG00000200413.1	SNORD114-26	snoRNA
chr14	101560287	101560422	-	ENSG00000277601.1	MIR1247	miRNA
chr14	102501676	102501779	+	ENSG00000212330.1	RNU6-244P	snRNA
chr14	103725728	103725825	-	ENSG00000253096.1	Y_RNA	misc_RNA
chr14	104589021	104589847	-	ENSG00000259037.1	RP11-614O9.1	antisense
chr14	104769349	104770271	+	ENSG00000258430.1	RP11-982M15.2	antisense
chr14	105384360	105384461	-	ENSG00000281275.1	AL928654.1	miRNA
chr14	105736956	105737020	+	ENSG00000278556.1	AL122127.3	miRNA
chr14	105863198	105863258	-	ENSG00000211900.2	IGHJ6	IG_J_gene
chr14	105863814	105863862	-	ENSG00000242472.1	IGHJ5	IG_J_gene
chr14	105864215	105864260	-	ENSG00000240041.1	IGHJ4	IG_J_gene
chr14	106636704	106636763	+	ENSG00000280494.1	AC245369.3	miRNA
chr15	20759311	20774794	-	ENSG00000259383.1	RP11-403B2.6	lincRNA
chr15	23565857	23566366	-	ENSG00000281873.1	AC126407.1	protein_coding
chr15	24981994	24982068	+	ENSG00000276314.1	SNORD107	snoRNA
chr15	24985100	24985166	+	ENSG00000276610.1	SNORD64	snoRNA
chr15	24986925	24986995	+	ENSG00000239014.1	SNORD108	snoRNA
chr15	25041974	25042040	+	ENSG00000274640.1	SNORD109B	snoRNA
chr15	25087662	25087753	+	ENSG00000278715.1	SNORD116-20	snoRNA
chr15	25088804	25088895	+	ENSG00000277785.1	SNORD116-21	snoRNA
chr15	25104642	25104732	+	ENSG00000278123.1	SNORD116-28	snoRNA
chr15	25182385	25182466	+	ENSG00000278089.1	SNORD115-7	snoRNA
chr15	25193321	25193402	+	ENSG00000273835.1	SNORD115-13	snoRNA
chr15	25218617	25218698	+	ENSG00000275524.1	SNORD115-26	snoRNA
chr15	28857882	28858398	-	ENSG00000270301.1	WI2-2334D6.1	processed_pseudogene
chr15	29233868	29233979	+	ENSG00000252868.1	snoZ278	snoRNA
chr15	30380353	30386987	-	ENSG00000263070.1	RP11-382B18.3	transcribed_unprocessed_pseudogene
chr15	34373789	34373871	-	ENSG00000266205.1	AC025678.1	miRNA
chr15	34978351	34980084	+	ENSG00000279364.1	RP11-463I20.1	TEC
chr15	39593580	39594231	-	ENSG00000259279.1	CTD-2033D15.1	antisense
chr15	39922782	39922886	-	ENSG00000200305.1	Y_RNA	misc_RNA
chr15	40088832	40089386	+	ENSG00000259409.1	RP11-521C20.3	antisense
chr15	40331537	40331648	-	ENSG00000252714.1	RNA5SP392	rRNA
chr15	40368925	40369640	-	ENSG00000259368.1	RP11-64K12.4	antisense
chr15	41770756	41772732	-	ENSG00000260814.2	RP11-107F6.3	lincRNA
chr15	42531867	42532840	-	ENSG00000261684.1	RP11-265N6.1	antisense
chr15	42567031	42569994	-	ENSG00000261822.1	RP11-265N6.2	antisense
chr15	42724102	42724922	+	ENSG00000278769.1	CTD-2036P10.5	antisense
chr15	42739118	42743202	+	ENSG00000246283.2	CTD-2036P10.3	lincRNA
chr15	43793659	43793759	-	ENSG00000221792.1	MIR1282	miRNA
chr15	44826540	44827094	+	ENSG00000259187.1	CTD-2008A1.1	lincRNA
